puzzle_id,path,declared_length,submission_id,record_path,submitted_at,source_index_row,source_repo_commit
62,f0.-f3.d3.-r3.d2.f0.f1.d0.-r1.-f3.r3.r1.f3.-d3.-r3.-d0.f0.f1.f3.-d0.f0.-d3.-r3.-d0.r2.-d3.d1.r2.-d2.d0.-r2.-f2.d3.-r3.-f1.-r2.f1.r3.-d2.-f1.r2.-f2.-d1.f1.d2,45,019fc923-8db3-72c2-a73e-9ffbe9f330d2,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/62/2026-08-03/019fc923-8db3-72c2-a73e-9ffbe9f330d2.json,2026-08-03T19:39:37.180Z,12,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
66,-f0.r1.d2.f1.-r3.d3.-f2.f0.-d0.-r3.-r3.-d1.f0.-r1.-r2.-d1.-f2.f0.-r3.d0.r2.-r1.d2.-r2.-d2.-f2.-r0.f2.d2.r0.d1.r1.-f2.-d3.-f1.f2.-d1.-f2.f1.r1.d3.-f2.d1.f2.d0.-r1.f0,47,019fe8ab-a919-7619-8433-95989f805802,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/66/2026-08-09/019fe8ab-a919-7619-8433-95989f805802.json,2026-08-09T22:36:30.876Z,13,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
67,d2.r0.-d3.-r0.-f3.d0.r0.r0.-r3.-f2.-r2.-d2.f3.r3.f3.-f2.r1.-f0.-r3.d2.r3.d1.r1.d3.-r0.-f2.-r2.-f1.-r3.-d3.-r1.f0.d3.f1.-d1.-r1.r2.d1.-r2.d1.r1.-f1.r3.f1.-r3.-f2.-d1.f2,48,019fd27a-7047-71cd-a5cf-37a32bd89dcb,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/67/2026-08-05/019fd27a-7047-71cd-a5cf-37a32bd89dcb.json,2026-08-05T15:11:06.038Z,14,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
76,f1.-r1.d3.r3.f2.r3.d0.f0.r2.-d3.r0.-f2.r0.r1.r3.f0.-r3.r2.d0.-r3.f0.r3.d3.r3.-f0.d2.f0.-r1.-f2.-d0.f0.r1.d1.-f0.-f1.-r1.d2.f1.-d2.d0.d3.-f3.-d3.f2.d3,45,019fd43d-e9be-7523-aa88-36d0a4588987,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/76/2026-08-05/019fd43d-e9be-7523-aa88-36d0a4588987.json,2026-08-05T23:24:14.113Z,15,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
83,f3.-f2.-d3.-f0.r0.-f0.-f0.-r0.-d0.r2.r2.-d0.f1.d3.-f2.-r2.-d2.-r0.-r1.f1.-r0.r1.-f1.r2.-f2.-f0.-r0.d0.d1.d2.f3.r1.-f2.f0.d2.f2.d2.r2.-f2.-f0.-r2.-f3.-r2.f3.r2.r2,46,019fdab7-8279-710a-bcba-972820f9e459,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/83/2026-08-07/019fdab7-8279-710a-bcba-972820f9e459.json,2026-08-07T05:34:46.422Z,16,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
89,d3.-f0.f3.d0.f3.-r0.d1.r3.-d1.f2.-r2.d0.-d1.-f2.f0.r3.f0.r0.d0.f0.f0.-r1.-f0.-r1.f0.r1.f0.-f3.-r0.d1.-f0.r3.r2.-d0.-r2.d0.-r3.-d1.-d1.f2.d1.-f2.d1.d1.r1.-d1.f0.-r3,48,019fe4c6-9e58-7c1b-850d-0c8f7e990603,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/89/2026-08-09/019fe4c6-9e58-7c1b-850d-0c8f7e990603.json,2026-08-09T04:27:29.079Z,17,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
93,d2.-r1.-r3.f3.r2.-f0.r2.-d2.-f2.-d2.-r0.f0.-d0.-r1.-f1.-d1.-r0.d0.-f2.d1.-f3.d3.f2.f3.-d0.-d1.r2.-f0.-r2.-d0.f2.d0.f0.d0.r1.-d0.f3.-r2.-f3.-r1.f0.r3.d1.-r2.-d1.-r3.r2.-f0,48,019fd39c-55bd-7cff-a63d-6bcd1a1566b7,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/93/2026-08-05/019fd39c-55bd-7cff-a63d-6bcd1a1566b7.json,2026-08-05T20:27:45.078Z,18,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
96,-r1.-r1.-d2.f1.-r3.d2.-f3.d2.-r3.f0.-r3.-d3.-r3.r0.d2.-f3.-r0.d3.-f2.-f1.-d3.f2.r0.-d0.-d0.-f0.-r0.f0.d1.r0.f0.-d0.-d3.f0.r3.-f0.-d0.f3.r0.r3.-d1.-d2.-r3.-r0.d1,45,019fd398-d29e-7914-a0eb-e321fdf4490c,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/96/2026-08-05/019fd398-d29e-7914-a0eb-e321fdf4490c.json,2026-08-05T20:23:54.804Z,19,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
99,d0.f1.-f0.d0.f0.-r0.-d3.-d2.-f0.r3.d0.r1.-r0.d3.d2.r2.-r1.f2.f3.-d3.f2.-d2.-f3.d0.-r2.d1.-f2.-d2.d3.f2.f1.-r1.r2.-d1.r3.-r2.d2.r1.-r2.-f2.-d2.f2.-r3.-f2.d2.f3,46,019fe83d-7f85-76b0-b0b1-27ef0277b7c5,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/99/2026-08-09/019fe83d-7f85-76b0-b0b1-27ef0277b7c5.json,2026-08-09T20:36:11.654Z,20,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
101,-f1.r3.-d0.-f0.-d0.-f2.-f2.-r3.d3.r1.-f3.-r0.f1.r3.-d1.r3.-d2.f0.-r1.f2.d2.r3.-f2.r1.d1.f2.d2.r2.-d2.f0.-r3.-r3.-f1.-r2.-f0.-d1.-d1.f1.f0.-r2.-d1.r2.d1.f1,44,019fce00-6b31-7f8f-9f1d-99a2cada75ba,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/101/2026-08-04/019fce00-6b31-7f8f-9f1d-99a2cada75ba.json,2026-08-04T18:19:20.806Z,21,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
101,-f1.r3.-d0.-f0.-d0.-f2.-f2.-r3.d3.r1.-f3.-r0.f1.r3.-d1.r3.-d2.f0.-r1.f2.d2.r3.-f2.r1.d1.f2.d2.r2.-d2.f0.-r3.-r3.-f1.-r2.-f0.-d1.-d1.f1.f0.-r2.-d1.r2.d1.f1,44,019fe9ef-ac61-79f4-b5c2-b89cdb6063f5,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/101/2026-08-10/019fe9ef-ac61-79f4-b5c2-b89cdb6063f5.json,2026-08-10T04:30:25.641Z,22,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
113,-f3.r1.-f2.-d3.-r3.-d0.-f0.-f3.r2.-f3.-d2.r2.f0.r2.r1.r2.-d3.-d3.-f1.-f0.r3.f0.-r3.f0.-d1.r1.f1.d0.-r1.d1.d2.-d0.-f2.-d1.-f3.-r3.f2.r3.f2.-d3.-f2.d3.-r3.-f2.r3.f2,46,019fce52-c728-7f99-b501-f0828779b5b8,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/113/2026-08-04/019fce52-c728-7f99-b501-f0828779b5b8.json,2026-08-04T19:49:18.171Z,23,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
117,-d0.-r1.f2.r0.-r3.-d1.d2.-f2.-d1.-d3.-f3.-r0.-d3.f3.-d3.-r2.d0.d3.-f1.f0.-f2.d3.f3.-d2.-d1.-r0.f1.-d1.f3.f3.-r0.-f3.-f0.-d3.f0.-f3.r0.-d2.-f1.-r1.f1.-r0.d1.f1.r1.-f1.d2.-d0,48,019fe82b-404e-7784-a83f-af7b98330855,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/117/2026-08-09/019fe82b-404e-7784-a83f-af7b98330855.json,2026-08-09T20:16:15.478Z,24,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
118,r3.-r2.d2.d2.f3.-f2.-r3.f2.d1.r0.d3.r0.-r1.-f2.r1.d3.d3.-f0.d2.r0.-d3.-f3.-d3.-r3.-f1.-f3.r3.-f2.r0.r3.f1.-r0.f2.-r3.-f0.-f3.-r3.d0.-f2.-d0.r3.f3.-f1.r3.f1.-r3.-f3,47,019fcf11-af13-750b-b3a9-024701177137,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/118/2026-08-04/019fcf11-af13-750b-b3a9-024701177137.json,2026-08-04T23:17:49.467Z,25,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
119,-f0.-d2.f2.-r1.-f3.r2.r2.r3.f3.-r2.d0.f2.-f0.f3.r3.f3.-d0.-r0.f3.-r3.-d0.f0.-r3.d0.r3.f3.d3.d1.r3.r0.-f1.-r0.-d0.-r3.-d1.f0.-r2.f3.-r0.-d2.f2.d2.d2.-f2.-d2.r2,46,019fe881-75c5-7538-9dab-7459a00442ae,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/119/2026-08-09/019fe881-75c5-7538-9dab-7459a00442ae.json,2026-08-09T21:50:25.301Z,26,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
121,-r3.d0.-f3.r3.f3.-r3.-r3.f2.d2.r0.-d0.r2.-r3.d2.-f2.-d1.f0.f1.r3.f0.f1.-d3.r0.-d1.-d1.-r0.d3.-r3.-d3.f2.d3.r1.-d2.-f1.-d1.-r0.d1.-r1.r0.f2.-d1.-r1.f2.d2.f2.r1,46,019fd95d-63d5-7f1c-a006-fb9da13857b7,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/121/2026-08-06/019fd95d-63d5-7f1c-a006-fb9da13857b7.json,2026-08-06T23:16:43.690Z,27,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
123,-r0.-d3.d2.-d0.f3.d0.-r0.f1.d2.r3.d3.-f3.f0.-r0.-f0.-d3.-r3.r0.f0.-d1.-r3.-d0.-f3.d2.f3.r1.-d0.-r1.-f2.d1.f2.d0.-f1.r1.-d1.-d3.f2.d3.-f1.-r1.f1.d3.-d1.-f1.d1.f1.-d3.f1,48,019fce78-3ff8-717f-b726-7b0cc78d31cf,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/123/2026-08-04/019fce78-3ff8-717f-b726-7b0cc78d31cf.json,2026-08-04T20:30:14.250Z,28,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
125,d3.d3.-r0.f3.-d3.-r0.-f3.d0.r1.-d1.-f3.-r3.-d0.-r2.d0.-r3.f2.-r1.-d0.f1.d1.r2.r0.d3.d3.f1.-d2.r3.-f1.-r3.-d3.-r2.f2.d2.f2.r2.-d2.r2.-f0.d1.r2.-d1.f0.d2.r2.-d2.f2.d2,48,019fce45-67d0-7c85-bcf1-0fc1ac8ee4bd,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/125/2026-08-04/019fce45-67d0-7c85-bcf1-0fc1ac8ee4bd.json,2026-08-04T19:34:41.685Z,29,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
128,-d3.-f2.d1.r0.f1.-r1.r0.f1.-d0.-r3.d3.r0.d1.-d2.f0.-r3.f3.-d3.f0.d1.-f0.-f1.-d1.-f0.d1.-f1.r2.f1.-d2.-f3.-r1.r3.-d2.-r3.-r2.-d1.-f2.r1.-f2.d1.f2.r2.-f0.-r1.f3.r1.f0,47,019fe255-586c-7476-ad4e-8679a755a97a,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/128/2026-08-08/019fe255-586c-7476-ad4e-8679a755a97a.json,2026-08-08T17:04:30.755Z,30,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
142,f3.f3.-d0.r3.-f3.d3.-r3.d2.-r2.-r2.-f3.r0.d3.d0.-r0.f3.d2.r3.-f3.f2.-d1.-d1.-f1.d0.-d1.-r3.-r1.-r2.-f3.-d3.-r0.-f0.-r3.f2.r2.-f2.r3.-d1.-r1.-d1.f2.d1.d1.-r2.f3,45,019fdb40-82e2-72e3-8d5e-fed32f68e6d3,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/142/2026-08-07/019fdb40-82e2-72e3-8d5e-fed32f68e6d3.json,2026-08-07T08:04:25.285Z,31,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
144,d3.-r2.-r3.f0.-r3.-f2.f3.-r1.d1.-r1.-r3.f0.r0.-f2.d2.-d0.r0.d3.r2.d3.-r3.-f3.-r0.r2.-f0.f3.r1.-f3.f0.-d3.r2.d3.-r2.r1.f2.f2.-r2.-r1.-f2.f3.-d1.r1.f2.d1.-f2.r1.r1,47,019fcb4d-d239-7c52-a6b4-3a1cbe01a866,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/144/2026-08-04/019fcb4d-d239-7c52-a6b4-3a1cbe01a866.json,2026-08-04T05:45:02.188Z,32,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
148,d1.-r0.-d3.f3.-r0.-r0.f1.-d3.f2.d0.-f0.-d1.-r1.f2.d0.d0.r0.r2.-d0.-r2.-r0.d2.d3.-f2.r2.-d0.-r0.-d2.-f1.r2.r2.f1.r2.-f1.-d2.f2.-r0.f2.r0.f2.r2.-r0.f2.-r2.f2.r2.r0,47,019fe347-e7a7-7a12-b366-79148f63f928,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/148/2026-08-08/019fe347-e7a7-7a12-b366-79148f63f928.json,2026-08-08T21:29:27.372Z,33,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
153,-d1.f2.d3.-r3.r1.-d2.f0.-d3.d1.r0.-f3.-r2.-f2.d1.-f2.-r0.d2.-f1.r0.f1.r2.d0.-r1.-r3.-f1.r1.f1.r3.r0.-f1.-r0.-d0.-r3.f3.f0.d1.f3.-d3.f0.r0.f3.-r0.-f3.-f0,44,019fce98-bd32-72e2-a2f2-fa85eddaecf4,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/153/2026-08-04/019fce98-bd32-72e2-a2f2-fa85eddaecf4.json,2026-08-04T21:05:43.098Z,34,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
154,-d1.r3.d1.f0.d3.d1.f0.f0.r2.-d0.-r0.-r3.-f2.d0.r1.-d3.-f3.d1.r0.f1.r0.r2.r3.d2.r0.-r2.f2.d0.r2.-f3.r3.f3.r2.-f1.-d1.-r2.f1.f2.r2.d1.-r2.-d3.-r2.-f2.-r1,45,019fc98d-ce00-7b9c-8cc6-493c2b7013d2,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/154/2026-08-03/019fc98d-ce00-7b9c-8cc6-493c2b7013d2.json,2026-08-03T21:35:40.331Z,35,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
157,-d0.f3.-r0.d1.f0.d0.d2.-r0.d1.r3.f1.-d0.-d3.d1.f2.f0.d2.d1.r1.d0.f2.-f0.-r0.-d1.-d2.f2.d3.-r0.-d0.r3.r0.d0.-f2.-d0.-f3.r0.-r2.-d2.d1.f1.d2.-d1.r2.-r0.f3.-r3,46,019fe226-7d9b-75b3-904f-9b6b34718d8f,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/157/2026-08-08/019fe226-7d9b-75b3-904f-9b6b34718d8f.json,2026-08-08T16:13:20.211Z,36,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
159,-d0.d1.f0.r0.-d0.f0.-d0.-f3.f0.-r1.-d3.-r3.-f1.-d1.-f0.f2.r1.f0.r1.d3.f2.-r3.d0.-f3.f0.-r1.-f3.-d1.-f3.d1.-f1.d2.f1.r1.-d1.-f3.-d3.f1.d0.-f2.-d2.f2.-d0.d2.-r1.-f1.r1.d1,48,019fd8d3-f869-7571-bd7a-acb2a76bd80d,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/159/2026-08-06/019fd8d3-f869-7571-bd7a-acb2a76bd80d.json,2026-08-06T20:46:37.219Z,37,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
161,r3.r3.r2.f1.-f3.r2.d3.r1.-r0.-d3.d1.-r3.d0.-f2.-f0.-r1.d0.-r3.-d2.r0.-f2.-d2.-f3.d2.r2.r2.f2.-f0.-d3.d2.r2.d3.r2.-d2.-f2.r2.d0.-f3.r2.f3.-d0.-r2.-r3.f0.-d2.-f0.r3.r0,48,019fcfdc-a58f-7b2d-a12d-fac0ae4045dd,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/161/2026-08-05/019fcfdc-a58f-7b2d-a12d-fac0ae4045dd.json,2026-08-05T02:59:30.859Z,38,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
176,d1.r1.f3.-f0.d1.r3.-d3.r2.-r0.r3.f1.-r0.-r0.-f2.r3.d0.r3.f3.-f0.-r0.f2.d0.d3.r1.-f3.-d1.-f1.-d1.f1.-r1.d3.r2.-d3.f2.-d0.-d1.-r2.f1.f1.d1.f2.d1.r1.d2.r2.-d2.-f1,47,019fe47c-ec5b-7b1b-90df-ff31e9855d08,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/176/2026-08-09/019fe47c-ec5b-7b1b-90df-ff31e9855d08.json,2026-08-09T03:06:59.218Z,39,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
185,-r0.-d3.f3.-r3.d0.f2.r1.d1.-f1.-r0.d3.-f2.-f0.-d3.-d0.r3.-d0.-f3.-f1.-d0.-d2.r1.r3.-f0.-f2.-f2.d1.f0.r1.-f2.-r0.-r2.-d1.-d1.-f1.r0.-f2.-r0.d1.-r3.-d1.r1.f2.d1.-f2.r1,46,019fce21-7407-7fa8-96d5-a092cabb18f2,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/185/2026-08-04/019fce21-7407-7fa8-96d5-a092cabb18f2.json,2026-08-04T18:55:26.109Z,40,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
193,r2.f0.-d0.-f2.-d3.d0.-r0.-f2.d1.f1.-r2.-d3.-r3.-d2.f3.-f0.-r3.r1.d3.d2.-r2.-d0.r2.d0.f1.-d2.d1.-f2.-r1.-r3.d1.r2.r1.-d1.-r2.f2.r3.f3.r0.d1.-r0.-f2.d0.r0,44,019fdff6-8256-7500-95f3-866ce68efcc8,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/193/2026-08-08/019fdff6-8256-7500-95f3-866ce68efcc8.json,2026-08-08T06:01:41.272Z,41,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
196,-f0.r3.-d3.-d1.r0.d3.f0.r0.d3.-f1.r3.d2.-f1.-r3.f2.d3.f3.-r1.f1.d0.-f1.-r0.-f0.r1.-f2.-d2.r3.r2.-f1.-r3.d2.f2.r3.-f2.r2.d1.r2.r2.r1.-d1.-r1.r2.-f0.-d1.-r1.d1.f2,47,019fe40e-0f3c-75e1-bf28-88d3e9b4a04d,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/196/2026-08-09/019fe40e-0f3c-75e1-bf28-88d3e9b4a04d.json,2026-08-09T01:05:53.277Z,42,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
197,-d1.f1.d0.-f3.r1.d0.d1.-r3.-f0.-f2.-r0.-d1.-r2.r3.-d2.-f2.d0.f1.-d0.r2.f3.-d0.-r0.d3.-r2.-d3.-f3.r0.d0.-d3.-f2.d0.-r1.d1.-f0.f2.-d1.-f3.r1.f3.-r1.-f2.r1.f0.-d1.r1,46,019fc4a3-2db6-784c-8a28-66f8d2ef3aea,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/197/2026-08-02/019fc4a3-2db6-784c-8a28-66f8d2ef3aea.json,2026-08-02T22:40:55.460Z,43,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
204,-r0.f0.d2.d2.-f2.r3.r2.f0.r2.-d0.-f0.r3.r0.-f1.-r0.f3.-r0.f0.d1.-f0.r3.-d1.f3.-d0.-f1.-r2.d2.f3.-d2.-f3.r2.-f2.r2.f2.-r2.-f3.r2.-d2.d1.-r0.-d1.-d2.f2.d1.-f2.-r2.d2,47,019fcb6d-4156-7b0e-a461-1d63beed501c,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/204/2026-08-04/019fcb6d-4156-7b0e-a461-1d63beed501c.json,2026-08-04T06:19:22.234Z,44,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
204,-r0.f0.d2.d2.-f2.r3.r2.f0.r2.-d0.-f0.r3.r0.-f1.-r0.f3.-r0.f0.d1.-f0.r3.-d1.f3.-d0.-f1.-r2.d2.f3.-d2.-f3.r2.-f2.r2.f2.-r2.-f3.r2.-d2.d1.-r0.-d1.-d2.f2.d1.-f2.-r2.d2,47,019fd8d8-7a23-72f4-a944-87b6eb958ef9,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/204/2026-08-06/019fd8d8-7a23-72f4-a944-87b6eb958ef9.json,2026-08-06T20:51:32.931Z,45,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
206,f2.-f0.-d3.f0.r2.f3.f3.-r0.r2.-f1.-d0.-d2.-r2.-d0.-d0.-f0.-r0.-r3.f3.r2.d0.-f3.-d0.d1.-d2.-f0.-d2.r1.f0.-r1.d3.f1.-d1.f0.r0.d1.-r0.r1.d1.-r1.-d1.f3.-f1.-r2.f1.d1.r2,47,019fe7e2-a3c9-73a9-997e-4778823ccb6b,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/206/2026-08-09/019fe7e2-a3c9-73a9-997e-4778823ccb6b.json,2026-08-09T18:56:56.938Z,46,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
210,-r3.f1.-d0.r0.f3.-r3.-d3.r3.-d1.f3.-f2.-r0.f0.-f3.-r2.f3.f1.r3.d2.-f0.-f3.r1.-f0.d1.-r2.f0.-r0.-d2.r0.f2.-d2.-f2.-r1.d2.-d1.f2.r0.r2.-d1.f2.d1.-f2.r3.f2.f2,45,019fcf40-56dc-759b-b908-83cc16afd1e9,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/210/2026-08-05/019fcf40-56dc-759b-b908-83cc16afd1e9.json,2026-08-05T00:08:46.953Z,47,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
213,d0.-r0.d0.-f2.-f1.-r0.d0.-r3.r0.r1.-d3.r2.-f2.d0.-r0.d3.-f1.r2.-d3.r2.-r1.-d3.-f3.f0.r3.d1.-f0.r3.-d1.-r3.f0.-r3.f0.r2.-f1.r3.f3.f2.f1.-d3.-f2.d3.f0.-d3.f2.r1,46,019fe749-5c12-72a6-8539-ad0ce27feca9,results/v1/cayley-py-444-cube/cayleypy-96-24-b1f3fc405bc56fff/213/2026-08-09/019fe749-5c12-72a6-8539-ad0ce27feca9.json,2026-08-09T16:09:31.734Z,48,bf3f68e5906e25ac7b8bfabef6c0d81bdfd1d309
