initial_state_id,path,old_length,new_length
99,f2.-r2.d2.-f3.-d0.-r3.r1.-d1.f0.-r1.f2.f3.-r0.-f3.-d0.-d3.f1.-d3.r1.-f2.-r0.f2.-r2.-r2.f1.-r2.-r3.-f3.r0.-f0.-d0.-r0.-d0.-r3.f3.-d3.-r0.f0.-d0.r3.-f3.-d0.-d0.d3.-r3.f3,46,46
99,d3.-d0.r0.d0.r1.-r3.d0.d1.r0.-d3.-r2.f3.f1.-d1.-r0.-r0.f2.-f0.d3.d3.r3.-d3.-r3.-d3.-f0.d0.d0.d3.f1.d3.f0.d2.-r2.-d2.-f2.r0.d3.d0.-f1.d2.d1.-r0.f1.r0.f3.-r0.-d2.-d1,48,48
102,-r0.-d3.-r3.-d0.-f3.r2.-f3.d0.-r0.r1.-d1.-d2.-f3.f1.d2.-r2.f3.r2.-d0.-r2.-r3.r0.f3.r3.-d0.f0.r1.-d0.-f1.d0.f1.-d2.-r1.-f2.-f3.-d2.f3.-r1.-f2.-r1.d2.-r1.d1.f0.-d2.-f2.d2.-f0.-d1,49,49
102,-r0.-d3.-r3.-d0.-f3.r2.-f3.d0.r1.-r0.-d1.-d2.f1.-f3.d2.-r2.f3.r2.-d0.-r3.r0.-r2.f3.r3.-d0.f0.r1.-d0.-f1.d0.f1.-d2.-r1.-f3.-f2.-d2.f3.-r1.-f2.-r1.d2.-r1.d1.f0.-d2.-f2.d2.-f0.-d1,49,49
103,-f0.-f2.d3.-f0.-f0.-f1.-r0.-d1.-d1.-r1.-r3.d2.-r0.-r0.-d3.-f2.-r1.-d0.r0.d0.-f1.d0.f1.-r2.-d0.-d0.-r0.r3.-f0.-f0.r0.f0.d3.-f3.r0.-d1.-d2.r0.d3.-r0.d0.f0.-d0.-f1.-f2.d3,46,46
103,r2.f1.d3.-r2.r3.-d0.-f0.-r2.-f0.-d0.r1.d3.d0.f3.r3.-d3.f0.r1.-f3.-r3.-f0.-f1.r1.r3.-d2.f1.-d1.-f1.-r1.d1.f0.-f1.r1.f1.-r1.f0.-d1.-f1.-f1.-r3.-r1.d1.f1.r3.f1.-r3.f1.f1,48,48
105,-f1.f2.d1.-r0.-d3.d0.f2.-r2.f3.-d2.-d3.f3.r3.d2.-f3.d0.-r1.d3.f1.-d0.-r0.-d0.r0.f2.r0.-f2.-r0.f3.-r3.-d0.-f3.-d3.-f3.d3.f3.d0.f3.-r0.r3.-d0.-f0.-f3.-d0.-f0.-f3.-d0,46,46
105,f3.r2.-d3.-f2.r0.-r1.r2.-d1.-d3.-r2.-d2.-f2.r3.-d3.f2.d0.-f2.-d1.-f2.-r3.f1.-d1.f0.-d3.r3.d3.-f0.r1.-d3.-r1.-d3.f2.-d3.-d3.-f2.-f1.-r0.-d1.-f2.d1.-f2.d1.d3.-f2.-d1.f2.-d3.r0,48,48
109,d0.r0.r3.f3.-r2.r1.f2.f3.r3.-f3.-f3.r3.-d1.d2.f0.-d2.f0.d0.d1.f0.-r3.r2.-f0.-r2.f3.d2.-f2.-f3.-r2.-r2.f2.r2.-f3.-d2.f0.f3.r0.f2.d2.-f2.-r1.-r3.f2.r2.-f2.-r2.-r2.f1,48,48
109,d0.r3.r0.f3.-r2.r1.f2.f3.r3.-f3.-f3.r3.-d1.d2.f0.-d2.f0.d0.d1.f0.r2.-r3.-f0.-r2.f3.d2.-f2.-f3.-r2.-r2.f2.r2.-f3.-d2.f0.f3.r0.f2.d2.-f2.-r3.-r1.f2.r2.-f2.r2.r2.f1,48,48
111,-f0.-d1.-f0.-r2.d2.f1.r0.d3.f1.f3.r0.f1.f3.r2.-d1.-f3.f0.r0.r2.-f0.-f0.r1.-f0.d2.-f0.d0.f1.-r2.-d0.-f0.r2.-d3.r1.-d1.d3.-r2.-d3.r2.d1.-f1.-r1.-f0.-r2.r1.f1.-r1,46,46
111,-f0.-d1.-f0.-r2.d2.f1.r0.d3.f3.f1.r0.f1.f3.r2.-d1.f0.-f3.r2.r0.f0.f0.r1.-f0.d2.-f0.d0.f1.-r2.-d0.-f0.r2.-d3.r1.d3.-d1.-r2.-d3.r2.d1.-f1.-r1.-f0.-r2.r1.f1.-r1,46,46
112,-d3.-r1.f1.-r3.-f2.-d1.-d2.d0.-f1.-r1.-r2.-f1.d0.f1.d0.d1.r2.-f1.-r0.-f0.-f3.-r3.d0.-f0.-f3.-d2.-r3.f0.r3.-f3.-d3.-f3.r3.-f3.-r0.-r3.-f3.d0.-r0.-d0.r3.-f0.-f3.d0.f0.r3.-d0,47,47
112,-r3.-f2.-f1.-r0.-d3.-d2.-r0.f1.r2.f3.f3.r0.-f3.-f0.-f1.d0.-r3.-d2.-f1.-d0.r3.-f0.-d0.r2.r0.d0.f2.d2.f0.-f2.d2.r1.d1.f1.-d3.r1.-d2.-f1.-d1.-r1.d3.f2.-f1.-d1.-r1.-f2.d1.f1.d0,49,49
113,-f3.r1.-f2.-d3.-r3.-d0.-f0.-f3.r2.-f3.-d2.r2.f0.-r2.-r2.r1.-d3.-d3.-f0.-f1.r3.f0.-r3.f0.-d1.r1.f1.d0.-r1.-d0.d1.d2.-f2.-d1.-f3.-r3.f2.r3.f2.-d3.-f2.d3.-r3.-f2.r3.f2,46,46
113,-f3.r1.-f2.-d3.-r3.-d0.-f3.-f0.r2.-f3.-d2.r2.f0.r2.r1.r2.d3.d3.-f1.-f0.r3.f0.-r3.f0.-d1.r1.f1.d0.-r1.d2.d1.-d0.-f2.-d1.-f3.-r3.f2.r3.f2.-d3.-f2.d3.-r3.-f2.r3.f2,46,46
114,f2.-d3.r2.d2.-r3.r2.d0.-f0.-f0.d2.-r0.-d2.-r0.-r1.f3.r1.r2.-d1.-d2.-r0.-r3.-f1.-d0.-r1.-f0.-f3.r2.-d0.-d3.-r3.-f3.-r3.-f3.-r3.d3.-f3.-r0.-r0.-f0.-r3.d3.r0.f3.r3.-f0.r0.f3,47,47
114,-d2.-r1.-f0.d1.f1.-r0.-d3.-f2.d2.-f2.-r0.r3.d3.r2.-r3.d0.-r0.-d1.r3.-f0.r2.f3.-d0.-f3.-d2.-r2.-d1.-d1.-f2.-d3.d2.d1.-r2.-d0.r2.d1.-r3.-d2.-f0.d2.f3.f0.-d2.r1.d2.f0.-d2.-r1.d2,49,49
115,-d0.r3.f0.f2.d0.f3.r3.-d0.-r1.-f0.f1.r2.f2.-r0.-r1.-f1.d2.r0.f2.r1.d1.-f2.d0.f0.f2.-r2.-f2.-d0.r3.-f0.-f2.-r2.-d2.-r0.d2.f0.r2.f0.-d2.-f0.-r1.-f2.-r2.-d2.r2.f2.d2.r1,48,48
115,-d0.r3.f0.f2.d0.f3.r3.-d0.-r1.f1.-f0.r2.f2.-r1.-r0.-f1.d2.r0.f2.r1.d1.-f2.d0.f2.f0.-r2.-f2.-d0.r3.-f0.-f2.-r2.-d2.-r0.d2.f0.r2.f0.-d2.-f0.-r1.-f2.-r2.-d2.r2.f2.d2.r1,48,48
117,-f3.-r0.-f3.-r1.r2.-f0.r0.-d0.-d2.-f0.r0.-d1.-d1.-d3.r3.f0.f3.-d3.-f0.d3.-f1.-d1.-f0.r0.f0.r2.d1.-r2.-f0.-d2.d3.-r2.-f2.-d0.f2.r2.f2.-d1.-d2.-f2.r1.f1.-r1.-f1.-d3.d2.-r2.-f2,48,48
117,-f3.-r0.-f3.r2.-r1.-f0.r0.-d2.-d0.-f0.r0.-d3.-d1.-d1.r3.f0.f3.-d3.-f0.d3.-f1.-d1.-f0.r0.f0.r2.d1.-r2.-f0.d3.-d2.-r2.-f2.-d0.f2.r2.f2.-d1.-d2.-f2.r1.f1.-r1.-f1.-d3.d2.-r2.-f2,48,48
118,d3.-r2.f3.-r2.-d3.-r3.r2.f2.f3.-d1.-r2.r0.-d2.-r3.d2.-f1.-d1.r3.f3.-r1.-f3.-r0.d2.r3.-d2.-f0.-r1.d2.r1.f0.-r0.-r0.-f0.r2.-d3.-f0.d1.d3.-r2.-d3.-r1.f2.r2.-d1.-f2.r1.f0,47,47
118,d3.-r2.f3.-r2.-d3.r2.-r3.f2.f3.-d1.r0.-r2.-d2.-r3.d2.-f1.-d1.r3.f3.-r1.-f3.-r0.d2.r3.-d2.-f0.-r1.d2.r1.f0.-r0.-r0.-f0.r2.-d3.-f0.d3.d1.-r2.-d3.-r1.f2.r2.-d1.-f2.r1.f0,47,47
119,-f0.-d3.f0.-d1.r1.d3.-r3.-f3.r1.-d0.f2.d1.-f3.-f3.-d0.-d1.-f3.-d2.f3.-d2.f0.r0.r2.f0.d3.-r0.r2.f3.-r2.-f3.f2.-r2.-f1.d2.-f2.f1.-d1.r0.-d1.-f1.-d2.f1.d2.-f2.d1.f1,46,46
119,-f0.-d3.f0.-d1.r1.d3.-r3.-f3.r1.-d0.f2.d1.f3.f3.-d1.-d0.-f3.-d2.f3.-d2.f0.r2.r0.f0.d3.-r0.r2.f3.-r2.-f3.f2.-r2.-f1.d2.-f2.f1.-d1.r0.-d1.-f2.d1.-f1.-d2.f1.d2.f1,48,46
120,-f2.f3.-r3.f3.d0.r3.f1.-d0.-f1.r0.d1.-f0.-d1.-f0.d0.f1.r1.d3.-f1.-d0.-f0.-d2.-d3.f2.d2.-f2.-d2.-d3.r3.d2.f2.d1.f2.r0.f2.d1.-f2.-r0.-r2.-d2.-f2.-d1.-f3.-d1.-f2.d1.f3,47,47
120,-f2.f3.-r3.f3.d0.r3.f1.-d0.-f1.r0.d1.-f0.-d1.-f0.d0.f1.r1.d3.-f1.-d0.-f0.-d3.-d2.f2.d2.-f2.-d3.-d2.r3.d2.f2.d1.f2.r0.f2.d1.-f2.-r0.-r2.-d2.-f2.-d1.-f3.-d1.-f2.d1.f3,47,47
121,-r3.d0.-f3.r3.f3.-r3.-r3.f2.d2.r0.-d0.r2.-r3.d2.-f2.-d1.f0.f1.r3.f0.f1.-d3.r0.-d1.-d1.-r0.d3.-r3.-d3.f2.d3.r1.-d2.-f1.-d1.-r0.d1.-r1.r0.f2.-d1.-r1.f2.d2.f2.r1,46,46
121,r0.-d1.-f3.f0.-d3.f0.-r1.f1.-r0.-d1.-f3.-f3.-r0.-d1.-r0.d1.f1.-d0.-r2.-d1.r0.f1.f1.d0.r0.r1.f0.-r1.-f2.f0.r3.-r2.-d2.-r3.r2.d2.f0.f2.f0.d3.f1.d1.-f3.r1.-f1.-r1.f3.-d3,48,48
123,-r0.-d0.-d3.d2.f3.d0.-r0.f1.d2.r3.d3.-f3.f0.-r0.-f0.-d3.-r3.r0.f0.-d1.-r3.-d0.-f3.d2.f3.r1.-d0.-r1.-f2.d1.f2.d0.-f1.r1.-d1.-d3.f2.d3.-f1.-r1.f1.-d1.d3.-f1.d1.f1.-d3.f1,48,48
123,-r0.-d3.d2.-d0.f3.d0.-r0.f1.d2.r3.d3.-f3.f0.-r0.-f0.-d3.-r3.r0.f0.-d1.-r3.-d0.-f3.d2.f3.r1.-d0.-r1.-f2.d1.f2.d0.-f1.r1.-d3.-d1.f2.d3.-f1.-r1.f1.-d1.d3.-f1.d1.f1.-d3.f1,48,48
125,d0.r3.-d1.f0.-d3.-f2.f0.-r1.-d1.d3.f3.-d2.-d2.-r0.-r0.-f3.-r2.-r2.-f3.-f3.f0.-d3.-d3.d2.-f3.d1.-r0.f3.r3.-d0.-d0.-f0.-f0.-r0.-d0.-d3.f3.-r0.f0.d3.-f3.-r0.f0.r3.-d0.-f0,46,46
125,-f1.r0.-r3.f0.f0.r2.-d2.d3.-r1.d1.-f3.-r0.-d1.r3.-d3.f3.-r3.f2.d0.-f0.-f3.d0.f3.-d0.-f0.f1.d0.d0.-f1.d0.d1.-f1.-d1.f1.d0.-d1.-f3.f0.-d2.-f2.f3.-r2.-f3.d2.f3.r2.r1.-f0,48,48
126,-f1.-r3.-d2.-d3.d1.r3.-f2.-d0.-f1.f0.d3.-f0.f2.d2.-r0.-r1.-f0.-r3.f0.-r3.-f2.r3.-d0.-f0.-r3.-f2.f0.d1.f1.f2.r2.-f1.r3.f1.f2.r3.-d0.-f2.d0.-r3.-f1.d1.-r2.-r2.-f2.f1.r2,47,47
126,-f1.-r3.-d3.-d2.d1.r3.-f2.-d0.-f1.f0.d3.-f0.f2.d2.-r1.-r0.-f0.-r3.f0.-r3.-f2.r3.-d0.-f0.-r3.-f2.f0.d1.f1.f2.r2.-f1.r3.f1.f2.r3.-d0.-f2.d0.-r3.-f1.d1.r2.r2.-f2.f1.r2,47,47
127,f3.d3.-f2.f3.r3.-d1.-f3.-r3.d1.f0.d1.-f2.-f3.d0.f1.-r0.r1.-f0.-f0.f2.d3.f0.f3.d0.d3.-r0.d2.-r0.-r3.-f0.-f1.-f1.r0.-d2.r3.d2.-r0.-r3.-f0.-f1.-f1.-r0.-d1.r0.d1.f0.-d1.d3,48,48
127,f3.d3.f3.-f2.r3.-d1.-f3.-r3.d1.f0.d1.-f2.-f3.d0.f1.r1.-r0.f2.-f0.-f0.d3.f3.f0.d3.d0.-r0.d2.-r0.-r3.-f1.-f1.-f0.r0.-d2.r3.d2.-r0.-r3.-f1.-f0.-f1.-r0.-d1.r0.d1.f0.d3.-d1,48,48
130,-r0.-f0.-d0.d2.r3.f1.-r0.-f2.-r0.r1.-f2.-d1.-f2.-r1.d3.f2.-d3.-f2.-f2.d0.f0.r3.d3.-r2.f3.-r3.r2.-f3.r0.f3.-d3.-r0.-f3.d0.f0.d3.r0.d0.r3.-d0.-d0.-f3.r0.f0.d3.r0.-d3,47,47
130,f1.-f3.d3.-r2.d3.-r1.f3.-r1.-f0.r2.-d2.-d2.r1.d0.-f0.f2.d1.-f3.d3.r0.d0.r3.-d0.-r3.-f0.-r1.f0.-r0.f3.d2.f2.r3.f1.-r3.d1.-r0.d2.-f1.-d2.r0.-f1.-f2.-d3.-d2.f2.-d2.-f2.d3.-d1,49,49
