initial_state_id,path,old_length,new_length
67,d2.r0.-d3.-r0.-f3.d0.r0.r0.-r3.-f2.-r2.-d2.f3.r3.f3.-f2.r1.-f0.-r3.d2.r3.d1.r1.d3.-r0.-f2.-r2.-f1.-r3.-d3.-r1.f0.d3.f1.-d1.-r1.r2.d1.-r2.d1.r1.-f1.r3.f1.-r3.-f2.-d1.f2,48,48
67,d3.d1.r2.f1.-f3.-d0.r0.-r1.f1.d3.d2.-r2.-f3.r0.f1.-r0.f0.-r1.-f0.d3.d2.f3.-d3.-r3.-d2.-d1.r0.-d0.-f0.d0.-d2.f1.-f2.-d3.r3.-d2.-r3.d3.d2.-f1.-d2.r1.d2.-r1.f2.f0.r1.-f0,48,48
71,f0.d3.r3.-d0.-f2.d3.f3.r1.f1.-d3.r0.r3.f1.d3.-r1.d3.r0.r1.d0.r2.d0.-f0.-d0.-f3.d3.f0.-r1.-f0.d0.r3.f0.-d1.f1.d1.-f0.-r3.f0.-r2.f3.r2.-f3.-r0.d1.-r1.-d1.-r3.-d0.-r1,48,48
71,f0.d3.r3.-d0.-f2.d3.f3.r1.f1.-d3.r3.r0.f1.d3.-r1.d3.r1.r0.d0.r2.d0.-f0.-d0.-f3.d3.f0.-r1.-f0.d0.r3.f0.-d1.f1.d1.-f0.-r3.f0.-r2.f3.r2.-f3.-r0.d1.-r1.-d1.-r3.-d0.-r1,48,48
71,f0.d3.r3.-d0.-f2.d3.f3.r1.f1.-d3.r0.r3.f1.d3.-r1.d3.-r2.-r3.-f3.r2.-f3.-d0.f3.-d3.-f0.d0.-r1.-d0.-f3.r3.d0.f2.d1.-f2.-d0.-r3.d0.-r2.d3.r2.-d3.-r0.r2.-f2.-r1.f2.r0.r1.-d0.-r1,50,50
71,f0.d3.r3.-d0.-f2.d3.f3.r1.f1.-d3.r0.r3.f1.d3.-r1.d3.-r3.-r2.-f3.r2.-f3.-d0.f3.-d3.-f0.d0.-r1.-d0.-f3.r3.d0.f2.d1.-f2.-d0.-r3.d0.-r2.d3.r2.-d3.r2.-r0.-f2.-r1.f2.r1.r0.-d0.-r1,50,50
71,r1.-d0.f2.-r0.-d2.f2.-r0.d1.f2.-r0.d1.-r2.d0.r2.r3.d0.-r1.d0.r0.-d0.r1.f0.r2.r2.-f0.d0.r1.f0.d3.r3.-d3.-f0.-r1.d3.-r0.d3.f3.-d3.-f3.r0.-f3.-d3.f0.f3.r0.r2.d3.f3.-d3.-f3.-r0.-r2,52,52
71,r1.-d0.f2.-r0.-d2.f2.-r0.d1.f2.-r0.d1.-r2.d0.r3.r2.d0.-r1.d0.r0.-d0.r1.f0.-r2.-r2.-f0.d0.r1.f0.d3.r3.-d3.-f0.-r1.d3.-r0.d3.f3.-d3.-f3.r0.-f3.-d3.f0.f3.r2.r0.d3.f3.-d3.-f3.-r2.-r0,52,52
75,-d3.-f3.r2.-f1.d0.-r0.d0.f3.d1.-r0.-d0.-d3.f3.-r0.-f1.-d3.-r2.-d0.-d0.-d2.f3.-d1.d3.-r3.-r3.d1.r3.-f3.-d0.-d0.-f0.f2.r2.-f1.f2.d3.r1.-d3.-r1.-d3.-r1.-r1.f2.r1.-f2.r1.-f2.f1,48,48
75,-d3.-f3.r2.-f1.d0.-r0.d0.f3.d1.-r0.-d0.-d3.f3.-r0.-f1.-d3.-r2.-d2.d0.d0.f3.-d1.d3.r3.r3.d1.r3.-f3.-d0.-d0.f2.-f0.r2.-f1.f2.d3.r1.-d3.-r1.-d3.r1.r1.f2.r1.-f2.r1.-f2.f1,48,48
75,-d3.-f3.r2.-f1.d0.-r0.d0.f3.d1.-r0.-d0.-d3.f3.-r0.-f1.-d3.-r2.d0.d0.-d2.f3.-d1.d3.r3.r3.d1.r3.-f3.d0.d0.-f0.f2.r2.-f1.f2.d3.r1.-d3.-r1.-d3.r1.r1.f2.r1.-f2.r1.-f2.f1,48,48
75,-d3.-f3.r2.-f1.d0.-r0.d0.f3.d1.-r0.-d0.-d3.f3.-r0.-f1.-d3.-r2.d0.d0.-d2.f3.-d1.d3.r3.r3.d1.r3.-f3.d0.d0.-f0.f2.r2.-f1.f2.d3.r1.-d3.-r1.-d3.r1.r1.f2.r1.-f2.r1.f1.-f2,48,48
75,-d3.-f3.r2.-f1.d0.-r0.d0.f3.d1.-r0.-d3.-d0.f3.-r0.-f1.-d3.-r2.-d2.d0.d0.f3.-d1.d3.r3.r3.d1.r3.-f3.d0.d0.-f0.f2.r2.-f1.f2.d3.r1.-d3.-r1.-d3.r1.r1.f2.r1.-f2.r1.-f2.f1,48,48
75,-d3.-f3.r2.-f1.d0.-r0.d0.f3.d1.-r0.-d3.-d0.f3.-r0.-f1.-d3.-r2.d0.d0.-d2.f3.d3.-d1.r3.r3.d1.r3.-f3.d0.d0.f2.-f0.r2.f2.-f1.d3.r1.-d3.-r1.-d3.r1.r1.f2.r1.-f2.r1.-f2.f1,48,48
75,r1.-f0.d2.-r0.-r2.r3.f0.-r3.-d0.d1.-f0.-d2.r1.-d0.d1.r2.d3.-r1.-r3.-f3.-r2.d0.f0.-d0.r1.d0.-r2.-d3.r0.d0.r2.f3.f3.r2.f3.-r2.f3.-d0.-r3.d0.-r2.-d0.-r0.f3.-d0.d3.r1.d0.-r1.-d3.-f3.r3,52,52
75,r1.-f0.d2.-r2.-r0.r3.f0.-r3.d1.-d0.-f0.-d2.r1.-d0.d1.r2.d3.-r3.-r1.-f3.-r2.d0.f0.-d0.r1.d0.-r2.-d3.r0.d0.r2.f3.f3.r2.f3.-r2.f3.-d0.-r3.d0.-r2.-d0.-r0.f3.-d0.d3.r1.d0.-r1.-d3.-f3.r3,52,52
95,r0.d0.r3.f3.-r2.-d0.r1.-f0.-f2.d0.r3.f2.r3.d0.r1.-f3.d2.-f0.-d2.f0.-r2.f3.r3.-f0.r0.-f1.r1.d3.r1.d1.f2.d0.r1.-f3.d1.-f1.f2.-d1.f3.r1.f1.-d1.-f1.d1.-r1.-d1.-r1.-d0,48,48
95,r0.d0.r3.f3.-r2.-d0.r1.-f2.-f0.d0.r3.f2.r3.d0.r1.-f3.d2.-f0.-d2.f0.-r2.f3.r3.-f0.r0.-f1.r1.d3.r1.d1.f2.d0.r1.-f3.d1.-f1.f2.-d1.f3.r1.f1.-d1.-f1.d1.-r1.-d1.-r1.-d0,48,48
95,r0.d0.r3.f3.-r2.-d0.r1.-f2.-f0.d0.r3.f2.r3.d0.r1.-f3.d2.-f0.-d2.f0.-r2.f3.r3.-f0.r0.-f1.r1.d3.r1.d1.f2.d0.r1.-f3.d1.f2.-f1.-d1.f3.r1.f1.-d1.-f1.d1.-r1.-d1.-r1.-d0,48,48
95,-r1.d1.f0.-r0.d1.-f1.r3.-d0.-f3.-r1.f1.f2.-r3.-f0.r3.-f1.d1.f2.-d2.d3.r2.d0.d2.-d3.f2.-d0.-d1.r2.-d0.d3.r3.d2.f1.f2.r3.r3.-f1.r3.f1.-f2.-d3.-r2.-d2.-f3.-r2.d2.-f2.r2.r2.f2.-d2.r2,52,52
95,-r1.d1.f0.-r0.d1.-f1.r3.-d0.-f3.-r1.f2.f1.-r3.-f0.r3.-f1.d1.f2.d3.-d2.r2.d2.-d3.d0.f2.-d0.-d1.r2.d3.-d0.r3.d2.f2.f1.-r3.-r3.-f1.r3.-f2.f1.-d3.-r2.-d2.-f3.-r2.d2.-f2.r2.r2.f2.-d2.r2,52,52
102,-r0.-d3.-r3.-d0.-f3.r2.-f3.d0.-r0.r1.-d1.-d2.-f3.f1.d2.-r2.f3.r2.-d0.-r2.-r3.r0.f3.r3.-d0.f0.r1.-d0.-f1.d0.f1.-d2.-r1.-f2.-f3.-d2.f3.-r1.-f2.-r1.d2.-r1.d1.f0.-d2.-f2.d2.-f0.-d1,49,49
102,-r0.-d3.-r3.-d0.-f3.r2.-f3.d0.-r0.r1.-d1.-d2.f1.-f3.d2.-r2.f3.r2.-d0.r0.-r2.-r3.f3.r3.-d0.f0.r1.-d0.-f1.d0.f1.-d2.-r1.-f2.-f3.-d2.f3.-r1.-f2.-r1.d2.-r1.d1.f0.-d2.-f2.d2.-f0.-d1,49,49
102,-r0.-d3.-r3.-d0.-f3.r2.-f3.d0.-r0.r1.-d2.-d1.-f3.f1.d2.-r2.f3.r2.-d0.-r3.-r2.r0.f3.r3.-d0.f0.r1.-d0.-f1.d0.f1.-d2.-r1.-f3.-f2.-d2.f3.-r1.-f2.-r1.d2.-r1.d1.f0.-d2.-f2.d2.-f0.-d1,49,49
102,-r0.-d3.-r3.-d0.-f3.r2.-f3.d0.r1.-r0.-d1.-d2.f1.-f3.d2.-r2.f3.r2.-d0.-r3.r0.-r2.f3.r3.-d0.f0.r1.-d0.-f1.d0.f1.-d2.-r1.-f3.-f2.-d2.f3.-r1.-f2.-r1.d2.-r1.d1.f0.-d2.-f2.d2.-f0.-d1,49,49
102,-r0.-d3.-r3.-d0.-f3.r2.-f3.d0.r1.-r0.-d2.-d1.f1.-f3.d2.-r2.f3.r2.-d0.-r3.-r2.r0.f3.r3.-d0.f0.r1.-d0.-f1.d0.f1.-d2.-r1.-f3.-f2.-d2.f3.-r1.-f2.-r1.d2.-r1.d1.f0.-d2.-f2.d2.-f0.-d1,49,49
102,f1.-r0.r2.-d3.f3.-d3.f1.r3.f3.d3.-f2.r1.-d3.d0.-f3.-r1.-r3.-r2.-d2.f3.-d0.f3.-d3.-f3.d1.d2.-f0.-d1.f0.f3.f3.-d0.f3.d0.-f3.d0.-f3.d0.f0.f3.r3.-f0.-d0.r3.-d0.f1.d0.-f1.d3.f1.-d3.-r3.d3,53,53
102,f1.-r0.r2.-d3.f3.-d3.f1.r3.f3.d3.-f2.r1.d0.-d3.-f3.-r1.-r2.-r3.-d2.f3.-d0.f3.-d3.-f3.d1.d2.-f0.-d1.f0.f3.f3.-d0.f3.d0.-f3.d0.-f3.d0.f0.f3.r3.-f0.-d0.r3.-d0.f1.d0.-f1.d3.f1.-d3.-r3.d3,53,53
109,d0.r0.r3.f3.-r2.r1.f2.f3.r3.-f3.-f3.r3.-d1.d2.f0.-d2.f0.d0.d1.f0.-r3.r2.-f0.-r2.f3.d2.-f2.-f3.-r2.-r2.f2.r2.-f3.-d2.f0.f3.r0.f2.d2.-f2.-r1.-r3.f2.r2.-f2.-r2.-r2.f1,48,48
109,d0.r0.r3.f3.-r2.r1.f2.f3.r3.-f3.-f3.r3.-d1.d2.f0.-d2.f0.d0.d1.f0.-r3.r2.-f0.-r2.f3.d2.-f2.-f3.-r2.-r2.f2.r2.-f3.-d2.f0.f3.r0.f2.d2.-f2.-r1.-r3.f2.r2.-f2.r2.r2.f1,48,48
109,d0.r0.r3.f3.-r2.r1.f2.f3.r3.f3.f3.r3.-d1.d2.f0.-d2.f0.d0.d1.f0.-r3.r2.-f0.-r2.f3.d2.-f2.-f3.r2.r2.f2.r2.-f3.-d2.f0.f3.r0.f2.d2.-f2.-r1.-r3.f2.r2.-f2.r2.r2.f1,48,48
109,d0.r0.r3.f3.r1.-r2.f2.f3.r3.f3.f3.r3.-d1.d2.f0.-d2.f0.d0.d1.f0.r2.-r3.-f0.-r2.f3.d2.-f2.-f3.r2.r2.f2.r2.-f3.-d2.f0.f3.r0.f2.d2.-f2.-r1.-r3.f2.r2.-f2.r2.r2.f1,48,48
109,d0.r3.r0.f3.-r2.r1.f2.f3.r3.-f3.-f3.r3.-d1.d2.f0.-d2.f0.d0.d1.f0.r2.-r3.-f0.-r2.f3.d2.-f2.-f3.-r2.-r2.f2.r2.-f3.-d2.f0.f3.r0.f2.d2.-f2.-r3.-r1.f2.r2.-f2.r2.r2.f1,48,48
109,d0.r3.r0.f3.-r2.r1.f3.f2.r3.f3.f3.r3.-d1.d2.f0.-d2.f0.d1.d0.f0.-r3.r2.-f0.-r2.f3.d2.-f3.-f2.r2.r2.f2.r2.-f3.-d2.f3.f0.r0.f2.d2.-f2.-r3.-r1.f2.r2.-f2.r2.r2.f1,48,48
109,d0.r3.r0.f3.r1.-r2.f3.f2.r3.f3.f3.r3.d2.-d1.f0.-d2.f0.d1.d0.f0.r2.-r3.-f0.-r2.f3.d2.-f3.-f2.r2.r2.f2.r2.-f3.-d2.f3.f0.r0.f2.d2.-f2.-r3.-r1.f2.r2.-f2.-r2.-r2.f1,48,48
115,-d0.r3.f0.f2.d0.f3.r3.-d0.-r1.-f0.f1.r2.f2.-r0.-r1.-f1.d2.r0.f2.r1.d1.-f2.d0.f0.f2.-r2.-f2.-d0.r3.-f0.-f2.-r2.-d2.-r0.d2.f0.r2.f0.-d2.-f0.-r1.-f2.-r2.-d2.r2.f2.d2.r1,48,48
115,-d0.r3.f0.f2.d0.f3.r3.-d0.-r1.f1.-f0.r2.f2.-r1.-r0.-f1.d2.r0.f2.r1.d1.-f2.d0.f2.f0.-r2.-f2.-d0.r3.-f0.-f2.-r2.-d2.-r0.d2.f0.r2.f0.-d2.-f0.-r1.-f2.-r2.-d2.r2.f2.d2.r1,48,48
115,-d0.r3.f2.f0.d0.f3.r3.-d0.-r1.-f0.f1.r2.f2.-r1.-r0.-f1.d2.r0.f2.r1.d1.-f2.d0.f2.f0.-r2.-f2.-d0.r3.-f2.-f0.-r2.-d2.-r0.d2.f0.r2.f0.-d2.-f0.-r1.-f2.-r2.-d2.r2.f2.d2.r1,48,48
115,-d0.r3.f2.f0.d0.f3.r3.-d0.-r1.f1.-f0.r2.f2.-r1.-r0.-f1.d2.r0.f2.r1.d1.-f2.d0.f2.f0.-r2.-f2.-d0.r3.-f2.-f0.-r2.-d2.-r0.d2.f0.r2.f0.-d2.-f0.-r1.-f2.-r2.-d2.r2.f2.d2.r1,48,48
115,f0.d0.-d3.f3.-r2.-d3.r3.f1.d2.-f0.-f3.-r3.d0.-r3.-d3.r3.f3.r2.f0.f0.-f3.-r1.d3.f0.r1.r3.d0.-r1.-d0.-r0.r3.-f0.d0.d3.r0.-r3.f0.-r3.-f0.r3.-f3.d1.-d3.-r1.-d0.-d2.r3.d0.-r3.d2.r1.-d1,52,52
117,-d0.-r1.f2.r0.-r3.-d1.d2.-f2.-d1.-d3.-f3.-r0.-d3.f3.-d3.-r2.d0.d3.-f1.f0.-f2.d3.f3.-d2.-d1.-r0.f1.-d1.f3.f3.-r0.-f3.-f0.-d3.f0.-f3.r0.-d2.-f1.-r1.f1.-r0.d1.f1.r1.-f1.-d0.d2,48,48
117,-d0.-r1.f2.r0.-r3.-d1.d2.-f2.-d1.-d3.-f3.-r0.-d3.f3.-d3.-r2.d0.d3.-f1.f0.-f2.d3.f3.-d2.-d1.-r0.f1.-d1.f3.f3.-r0.-f3.-f0.-d3.f0.-f3.r0.-d2.-f1.-r1.f1.-r0.d1.f1.r1.-f1.d2.-d0,48,48
117,-f3.-r0.-f3.-r1.r2.-f0.r0.-d0.-d2.-f0.r0.-d1.-d1.-d3.r3.f0.f3.-d3.-f0.d3.-f1.-d1.-f0.r0.f0.r2.d1.-r2.-f0.-d2.d3.-r2.-f2.-d0.f2.r2.f2.-d1.-d2.-f2.r1.f1.-r1.-f1.-d3.d2.-r2.-f2,48,48
117,-f3.-r0.-f3.-r1.r2.-f0.r0.-d0.-d2.-f0.r0.d1.d1.-d3.r3.f0.f3.-d3.-f0.d3.-f1.-d1.-f0.r0.f0.r2.d1.-r2.-f0.-d2.d3.-r2.-f2.-d0.f2.r2.f2.-d1.-d2.-f2.r1.f1.-r1.-f1.-d3.d2.-r2.-f2,48,48
117,-f3.-r0.-f3.-r1.r2.-f0.r0.-d0.-d2.-f0.r0.d1.d1.-d3.r3.f0.f3.-d3.-f0.d3.-f1.-d1.-f0.r0.f0.r2.d1.-r2.-f0.-d2.d3.-r2.-f2.-d0.f2.r2.f2.-d1.-d2.-f2.r1.f1.-r1.-f1.d2.-d3.-r2.-f2,48,48
117,-f3.-r0.-f3.r2.-r1.-f0.r0.-d2.-d0.-f0.r0.-d3.-d1.-d1.r3.f0.f3.-d3.-f0.d3.-f1.-d1.-f0.r0.f0.r2.d1.-r2.-f0.d3.-d2.-r2.-f2.-d0.f2.r2.f2.-d1.-d2.-f2.r1.f1.-r1.-f1.-d3.d2.-r2.-f2,48,48
117,-f3.-r0.-f3.r2.-r1.-f0.r0.-d2.-d0.-f0.r0.d1.d1.-d3.r3.f3.f0.-d3.-f0.d3.-f1.-d1.-f0.r0.f0.r2.d1.-r2.-f0.d3.-d2.-r2.-f2.-d0.f2.r2.f2.-d2.-d1.-f2.r1.f1.-r1.-f1.d2.-d3.-r2.-f2,48,48
117,d0.r0.r2.f1.-r3.-d3.d2.r1.-d2.d0.-r0.d0.-r1.-f0.-f0.r3.r3.d1.-r3.r0.f1.-r0.-r3.f0.d0.r3.d0.-r3.d0.d0.-f0.d3.-f0.r0.-d2.-d0.-r3.-d0.r3.d0.d0.d2.-r2.-d3.-d3.r2.-d0.f0.-r2.d3.d3.r2,52,52
117,d0.r0.r2.f1.-r3.d2.-d3.r1.d0.-d2.-r0.d0.-r1.f0.f0.r3.r3.d1.r0.-r3.f1.-r0.-r3.f0.d0.r3.d0.-r3.d0.d0.-f0.d3.-f0.r0.-d0.-d2.-r3.-d0.r3.d0.d0.d2.-r2.d3.d3.r2.-d0.f0.-r2.d3.d3.r2,52,52
